facility_name,program_name,facility_address,facility_city,facility_zip
OLD TORRANCE COFFEE & TEA,OLD TORRANCE COFFEE & TEA,1413 MARCELINA AVE,TORRANCE,90501
STARBUCKS COFFEE #9545,STARBUCKS COFFEE #9545,4724 1/2 ADMIRALTY WAY,MARINA DEL REY,90292
SHEFA,SHEFA,7275 MELROSE AVE,LOS ANGELES,90046
VILLAGE MARKET,VILLAGE MARKET,370 W 2ND ST,CLAREMONT,91711
PINK ELEPHANT THAI JAPANESE FOOD,PINK ELEPHANT THAI JAPANESE FOOD,22039 SHERMAN WAY,CANOGA PARK,91303
7-ELEVEN # 33154B,7-ELEVEN # 33154B,27602 NEWHALL RANCH RD,VALENCIA,91355
4100 BAR,4100 BAR,1087 MANZANITA ST,LOS ANGELES,90029
CHUNG KING CAFE HOUSE,CHUNG KING CAFE HOUSE,4578 WHITTIER BLVD,LOS ANGELES,90022
PARTY & BALLOON BOUTIQUE,PARTY & BALLOON BOUTIQUE,2787 E DEL AMO BLVD # B-11,COMPTON,90221
HUDSON GROUP,HUDSON NEWS #507,300 WORLD WAY,LOS ANGELES,90045
BURGER OLIBELLA,BURGER OLIBELLA,10320 PAINTER AVE,SANTA FE SPRINGS,90670
BEN & JERRY'S,BEN & JERRY'S,1000 UNIVERSAL STUDIO BLVD STE 151,UNIVERSAL CITY,91608
EMBASSY SUITES VALENCIA,EMBASSY SUITES VALENCIA - HOTEL BAR,28508 WESTINGHOUSE PL,VALENCIA,91355
HALL MARKET & LIQUOR,HALL MARKET & LIQUOR,11534 LAKEWOOD BLVD # #A,DOWNEY,90241
BOBA CORNER,BOBA CORNER,1635 S SAN GABRIEL BLVD,SAN GABRIEL,91776
PHO GA BAC NINH,PHO GA BAC NINH,605 NEW AVE STE C,MONTEREY PARK,91754
JIM'S BURGERS,JIM'S BURGERS,3900 E OLYMPIC BLVD,LOS ANGELES,90023
PASEO SAN MIGUEL RESTAURANT,PASEO SAN MIGUEL RESTAURANT,3874 S WESTERN AVE,LOS ANGELES,90062
SNA GENERAL DISCOUNT & MARKET,SNA GENERAL DISCOUNT & MARKET,9522 1/2 S FIGUEROA ST,LOS ANGELES,90003
CRENSHAW DISCOUNT STORE,CRENSHAW DISCOUNT STORE,3657 CRENSHAW BLVD,LOS ANGELES,90016
BEL COMP CARWASH,BEL COMP CARWASH,9765 SOMERSET BLVD,BELLFLOWER,90706
COLIMA TORTILLERIA,COLIMA TORTILLERIA,4711 PECK RD,EL MONTE,91732
NATURWAY #2,NATURWAY #2,10309 S LAKEWOOD BLVD,DOWNEY,90241
GRANNY'S DONUT #7,GRANNY'S DONUT #7,14210 BELLFLOWER BLVD,BELLFLOWER,90706
SAM 98 CENTS DISCOUNT STORE,SAM 98 CENTS DISCOUNT STORE,1030 W MLK BLVD STE 105,LOS ANGELES,90037
BAO XING LONG,BAO XING LONG,669 W GARVEY AVE,MONTEREY PARK,91754
HI SOCIE TEA,"SPACE ON ARGYLE ST. BELOW ""W"" HOTEL",6250 HOLLYWOOD BLVD # 700,LOS ANGELES,90028
CAFE ALEXIA,CAFE ALEXIA,400 E BROADWAY AVE,GLENDALE,91205
JOE'S CAFE,JOE'S CAFE,17823 CHATSWORTH ST,GRANADA HILLS,91344
C I LIQUOR AND MARKET,C I LIQUOR AND MARKET,1658 W CARSON ST STE D,TORRANCE,90501
MEGA LIQUOR #8,MEGA LIQUOR #8,2020 W VALLEY BLVD,ALHAMBRA,91803
RITE AID #05603,RITE AID #05603,2797 S DIAMOND BAR BLVD,DIAMOND BAR,91765
LA MICHOACANA,LA MICHOACANA,306 W COMPTON BLVD STE 100,COMPTON,90220
TS EMPORIUM,TS EMPORIUM,17520 CASTLETON ST #102,INDUSTRY,91748
POKE BAR,POKE BAR,21219 HAWTHORNE BLVD,TORRANCE,90503
STEVENSON RANCH CAR WASH,STEVENSON RANCH CAR WASH,24830 PICO CANYON RD,STEVENSON RANCH,91381
DK LIQUOR,DK LIQUOR,5860 IMPERIAL HWY,SOUTH GATE,90280
MICHAEL'S #2008,MICHAEL'S #2008,219 N GLENDALE AVE,GLENDALE,91206
ALP'Z MINIMARKET,ALP'Z MINIMARKET,7512 S HOOVER ST,LOS ANGELES,90044
NOMIN ORGANICS,NOMIN ORGANICS,15745 IMPERIAL HWY # B,LA MIRADA,90635
SMART & FINAL #735,SMART & FINAL #735 - KITCHEN AND MEAT DEPT,1833 S LA CIENEGA BLVD,LOS ANGELES,90035
RITE AID #6756,RITE AID #6756,707 N PACIFIC AVE,GLENDALE,91203
PAPA JOHN'S PIZZA,PAPA JOHN'S PIZZA,1963 PACIFIC COAST HWY,LOMITA,90717
AUNTIE ANNE'S PRETZELS #142,AUNTIE ANNE'S PRETZELS #142,6000 S SEPULVEDA BLVD STE 2294,CULVER CITY,90230
ICHO IZAKAYA FUSION CUISINE,ICHO IZAKAYA FUSION CUISINE,5561 ROSEMEAD BLVD,TEMPLE CITY,91780
SUSHI IKE,SUSHI IKE,6051 HOLLYWOOD BLVD # 105,LOS ANGELES,90028
BIBIGO,BIBIGO,6000 SEPULVEDA BLVD # 3002S,CULVER CITY,90230
WATERIA,WATERIA,7074 SEPULVEDA BLVD,VAN NUYS,91405
KRAPHTY'S INC.,KRAPHTY'S INC.,530 S CITRUS AVE # 14-15,AZUSA,91702
SIX FLAGS MAGIC MOUNTAIN & SIX FLAGS HURRICANE HARBOR,SIXFLAGS HURRICANE CATERING,26101 MAGIC MOUNTAIN PKWY,VALENCIA,91355
HIGHLIGHT RESTAURANT,HIGHLIGHT RESTAURANT,1651 1/2 N LA BREA AVE,LOS ANGELES,90028
TOASTED BUN,TOASTED BUN,1013 S BRAND BLVD,GLENDALE,91204
WESTLAKE AGOURA GIRLS SOFTBALL ASSOC.,WESTLAKE AGOURA GIRLS SOFTBALL ASSOC.,30743 THOUSAND OAKS BLVD,WESTLAKE VILLAGE,91362
NUEVA IMAGEN,NUEVA IMAGEN,31589 CASTAIC RD,CASTAIC,91384
SHREE KRISHNA MARKET,SHREE KRISHNA MARKET,552 S KALISHER ST,SAN FERNANDO,91340
THE NUT STAND,THE NUT STAND,6600 TOPANGA CANYON BLVD,CANOGA PARK,91303
TRANS LIQUOR,TRANS LIQUOR,10021 HAWTHORNE BLVD,INGLEWOOD,90304
VIP SHOW GIRLS,VIP SHOW GIRLS,12147 VICTORY BLVD,NORTH HOLLYWOOD,91606
STATER BROS #141,STARTER BROS MARKETS #141,26900 SIERRA HWY,CANYON COUNTRY,91351
HUNG PHAT MEAT MARKET,HUNG PHAT MEAT MARKET,9423 VALLEY BLVD,ROSEMEAD,91770
STARBUCKS COFFEE #5337,STARBUCKS #5337,11280 W OLYMPIC BLVD,LOS ANGELES,90064
RAGING WATERS,DIPPIN DOTS-UNIT #20,111 RAGING WATERS DR,SAN DIMAS,91773
WALGREENS #09468,WALGREENS,13331 TELEGRAPH RD,WHITTIER,90605
VONS MARKET #2056,VONS #2056,932 E BADILLO ST,COVINA,91724
DR. JAVA,DR. JAVA,15725 E WHITTIER BLVD STE A,WHITTIER,90603
TEA SHACK,TEA SHACK,19936 1/2 VENTURA BLVD,WOODLAND HILLS,91364
LEO'S BAKERY,LEO'S BAKERY,7922 E ROSECRANS AVE STE D,PARAMOUNT,90723
GARDEN PLAZA PHARMACY,GARDEN PLAZA PHARMACY,18411 CLARK ST,TARZANA,91356
GOLD STAR BONUTS,GOLD STAR BONUTS,16041 VANOWEN ST,VAN NUYS,91406
PANDA EXPRESS #2623,PANDA EXPRESS #2623,2011 WESTWOOD BLVD,LOS ANGELES,90025
GALBI HOUSE,GALBI HOUSE,3869 WILSHIRE BLVD,LOS ANGELES,90010
EARTHBAR-EQUINOX MANHATTAN,EARTHBAR-EQUINOX MANHATTAN,5400 W ROSECRANS AVE,HAWTHORNE,90250
JUNIORS 99 CENTS & UP STORE,JUNIORS 99 CENTS & UP STORE,2500 W SUNSET BLVD,LOS ANGELES,90026
WHICHWHICH STUDIO CITY,WHICHWHICH STUDIO CITY,12048 VENTURA BLVD,STUDIO CITY,91604
TARGET STORES #1340,TARGET STORES #1340,10600 E FIRESTONE BLVD,NORWALK,90650
DALES JR STORE,DALES JR STORE,12500 OXNARD ST,NORTH HOLLYWOOD,91606
TOAST,TOAST,11119 1ST ST,WHITTIER,90603
YOUR BAKERY,YOUR BAKERY,6525 WEST,INGLEWOOD,90301
TIBURON GRILL & BAR,TIBURON GRILL & BAR,19319 SOLEDAD CANYON RD,SANTA CLARITA,91351
YOUNGS MEAT MKT/DELI,YOUNGS MEAT MKT/DELI,5421 S HOOVER ST,LOS ANGELES,90037
MARISCOS Y SUCHI LOS: TOMATEROS,MARISCOS Y SUCHI LOS: TOMATEROS,10112 STATE ST,LYNWOOD,90262
CARSON CHEVRON,CARSON CHEVRON,22222 S WILMINGTON AVE,CARSON,90745
DRINKING WATER STORE,DRINKING WATER STORE,12553 1/2 ALONDRA BLVD,NORWALK,90650
SHAMSHIRI GLENDALE,SHAMSHIRI GLENDALE,122 W STOCKER ST,GLENDALE,91202
H MART,H MART - DELI,20137 PIONEER BLVD,LAKEWOOD,90715
NIJIYA #4,MIJIYA #4,2533 PACIFIC COAST HWY STE #B,TORRANCE,90505
LOBSTERNOW,LOBSTERNOW,17501 COLIMA RD STE G-2,INDUSTRY,91748
DINGLE BERRIES COFFEE & TEA,DINGLE BERRIES COFFEE & TEA,9711 VALLEY BLVD # A,ROSEMEAD,91770
QUEEN'S KITCHEN,QUEEN'S KITCHEN,1233 N GRAND AVE,WALNUT,91789
K'S MINI MARKET,K'S MINI MARKET,16061 VANOWEN ST,VAN NUYS,91406
BECK'S BURGERS,BECK'S BURGERS,10425 S AVALON BLVD,LOS ANGELES,90003
MINI MAX MARKET & LIQUOR,MINI MAX MARKET & LIQUOR,4051 GAGE AVE,BELL GARDENS,90201
LAS PALMAS MEXICAN FOOD,LAS PALMAS MEXICAN FOOD,1408 E HUNTINGTON DR,DUARTE,91010
SUSHI-LITOS,SUSHI-LITOS,8534 LONG BEACH BLVD STE D,SOUTH GATE,90280
ADENTRO COJUTEPEQUE,ADENTRO COJUTEPEQUE,10136 LONG BEACH BLVD,LYNWOOD,90262
FAST STOP MINI MARKET,FAST STOP MINI MARKET,5406 WHITSETT AVE,VALLEY VILLAGE,91607
WEIGHT WATCHERS,WEIGHT WATCHERS,8330 PAINTER AVE # C1,WHITTIER,90602
YOGURT ZONE,YOGURT ZONE,16060 VENTURA BLVD #111,ENCINO,91436
SUPER HEALTH INSTITUTE,SUPER HEALTH INSTITUTE,333 S ALAMEDA ST STE #202,LOS ANGELES,90013
STARBUCKS COFFEE #633,STARBUCKS COFFEE #633,8595 SANTA MONICA BLVD,WEST HOLLYWOOD,90069
THE MANHATTAN BEACH WINE COMPANY,THE MANHATTAN BEACH WINE COMPANY,3500 N SEPULVEDA BLVD STE 140,MANHATTAN BEACH,90266
SPROUTS,SPROUTS - MAIN MARKET,8985 W VENICE BLVD,LOS ANGELES,90034
CIRCLE K,CIRCLE K,12000 PARAMOUNT BLVD,DOWNEY,90242
SPIRITS WORLD LIQUOR,SPIRITS WORLD LIQUOR,18523 BURBANK BLVD,TARZANA,91356
CALIFORNIA SUSHI & TARIYAKI,CALIFORNIA SUSHI & TARIYAKI,2518 S FIGUEROA ST,LOS ANGELES,90007
LANKERSHIM MINI MARKET,LANKERSHIM MINI MARKET,7614 LANKERSHIM BLVD,NORTH HOLLYWOOD,91605
JERSEY MIKE'S SUBS,JERSEY MIKE'S SUBS,6361 WILSHIRE BLVD,LOS ANGELES,90048
EL POLLO RICO,EL POLLO RICO,12010 RAMONA BLVD # 4,EL MONTE,91732
MUSCLE BAR GLENDORA,MUSCLE BAR GLENDORA,820 S GRAND AVE,GLENDORA,91740
168 MARKET,168 MARKET,1421 E VALLEY BLVD,ALHAMBRA,91801
PARTY CITY,PARTY CITY,2620 E WORKMAN AVE,WEST COVINA,91791
SEN BARGAIN,SEN BARGAIN,601 W ANAHEIM ST,WILMINGTON,90744
SUBWAY #13005,SUBWAY #13005,1209 S SOTO ST,LOS ANGELES,90023
SATICOY LIQUOR,SATICOY LIQUOR,11415 SATICOY ST,NORTH HOLLYWOOD,91605
ACE SUSHI @ VONS 2155,ACE SUSHI @ VONS 2155,550 E BASELINE RD,CLAREMONT,91711
TOSSED,TOSSED,700 WILSHIRE BLVD B,LOS ANGELES,90017
TONY'S MARKET,TONY'S MARKET,4301 S BROADWAY ST,LOS ANGELES,90037
CHINA EXPRESS,CHINA EXPRESS,8522 S WESTERN AVE # B,LOS ANGELES,90047
PENGUIN'S FROZEN YOGURT & COFFEE,PENGUIN'S FROZEN YOGURT & COFFEE,1105 FAIR OAK AVE,SOUTH PASADENA,91030
TARZANA WINE & SPIRITS INC,TARZANA WINE & SPIRITS INC,18839 VENTURA BLVD,TARZANA,91356
AM PM 5054,AM PM 5054,2106 W TEMPLE ST,LOS ANGELES,90026
BASKIN ROBBINS #9502,BASKIN ROBBINS #9502,10563 RIVERSIDE DR,TOLUCA LAKE,91602
TABULA RASA BAR,TABULA RASA BAR,5125 HOLLYWOOD BLVD,LOS ANGELES,90027
ROSCOE JR MARKET,ROSCOE JR MARKET,20925 ROSCOE BLVD,CANOGA PARK,91304
MIKE'S SHELL,MIKE'S SHELL,1955 ROSEMEAD BLVD,SOUTH EL MONTE,91733
U.S. FOOD MART 99 CENT+,U.S. FOOD MART 99 CENT+,11002 LOWER AZUSA RD,EL MONTE,91731
TONY'S MOBIL,TONY'S MOBIL,1051 N HIGHLAND AVE,LOS ANGELES,90038
PHO HOA,PHO HOA,15401 VALLEY BLVD,INDUSTRY,91746
CAVIAR HOUSE,CAVIAR HOUSE,6501 SAN FERNANDO RD # L,GLENDALE,91201
TREAT ME SWEET,TREAT ME SWEET,380 WORLD WAY # T-60,LOS ANGELES,90045
DUTY FREE,DUTY FREE #823,380 WORLD WAY,LOS ANGELES,90045
ANGELINI ALIMENTARI,ANGELINI ALIMENTARI,7317 BEVERLY BLVD,LOS ANGELES,90036
EL AZTECA MARKET,EL AZTECA MARKET,4031 S MAIN ST,LOS ANGELES,90037
GAREY TACOS MEXICO,GAREY TACOS MEXICO,2298 S GAREY AVE,POMONA,91766
WOODZ SEAFOOD,WOODZ SEAFOOD,214 E NUTWOOD ST,INGLEWOOD,90301
MRS BEASLEY'S,MRS BEASLEY'S,16573 VENTURA BLVD,ENCINO,91436
PAPA JAKE'S SUB SHOP PREP KITCHEN,PAPA JAKE'S SUB SHOP PREP KITCHEN,6333 W 3RD ST # EK10,LOS ANGELES,90036
SHUN FAT SUPERMARKET,SHUN FAT SUPERMARKET,421 N ATLANTIC BLVD,MONTEREY PARK,91754
ACE HI LIQUOR,ACE HI LIQUOR,11508 S WILMINGTON AVE,LOS ANGELES,90059
WINGSTOP,WINGSTOP,24180 LYONS AVE # B,NEWHALL,91321
PIZZA ITALIA,PIZZA ITALIA,311 W 7TH ST,LOS ANGELES,90014
TEA N TEA,TEA N TEA,9074 TAMPA AVE,NORTHRIDGE,91324
LAGUNA MARKET - MEAT DEPT.,LAGUNA MARKET,2125 W 6TH ST,LOS ANGELES,90057
MARINE MARKET,MARINE MARKET,672 MARINE ST,SANTA MONICA,90405
KOCHI,KOCHI,408 N LA CIENEGA BLVD,WEST HOLLYWOOD,90048
CORLEONE PIZZA,CORLEONE PIZZA,310 W 7TH ST,LOS ANGELES,90014
STARBUCKS EVENING,STARBUCKS EVENING,380 WORLD WAY T61,LOS ANGELES,90045
SABINA'S EUROPEAN RESTAURANT,SABINA'S EUROPEAN RESTAURANT,1253 N VINE ST # 12,LOS ANGELES,90038
FREUDIAN SIP,FREUDIAN SIP- BLDG 18,18111 NORDHOFF ST,NORTHRIDGE,91330
CASA ESCOBEDO,CASA ESCOBEDO,30651 THOUSAND OAKS BLVD,AGOURA HILLS,91301
ELA STADIUM STAND #1,ELA STADIUM STAND #1,1301 AVENIDA CESAR CHAVEZ,MONTEREY PARK,91754
FRED'S LIQOUR,FRED'S LIQOUR,6301 S BROADWAY,LOS ANGELES,90003
7-ELEVEN #39698A,7-ELEVEN #39698A,15317 VANOWEN ST,VAN NUYS,91406
CVS/PHARMACY #9689,CVS/PHARMACY #9689,950 W FOOTHILL BLVD,MONROVIA,91016
INTERNATIONAL WINE & LIQUOR,INTERNATIONAL WINE & LIQUOR,23562 LYONS AVE,NEWHALL,91321
MI PUEBLO RESTAURANT,MI PUEBLO RESTAURANT,12516 1/2 VANOWEN ST,NORTH HOLLYWOOD,91605
SIMAAN MOBIL FOOD MART,SIMAAN MOBIL FOOD MART,7395 IMPERIAL HWY,DOWNEY,90242
DELTA SKY CLUB,DELTA SKY CLUB,500 WORLD WAY,LOS ANGELES,90045
PARIS BAGUETTE,PARIS BAGUETTE,125 N WESTERN AVE # 101,LOS ANGELES,90004
UNION 76,UNION 76,7101 FOOTHILL BLVD,TUJUNGA,91042
LA COCINA BAR AND GRILL,LA COCINA BAR AND GRILL,19915 GOLDEN VALLEY RD,SANTA CLARITA,91321
OAKOBING,OAKOBING,3300 W 6TH ST # 2,LOS ANGELES,90020
NUTRITION ZONE SOUTHBAY,NUTRITION ZONE,970 SEPULVEDA BLVD,HARBOR CITY,90710
BONG SOONG A HAK DANG,BONG SOONG A HAK DANG,3950 WILSHIRE BLVD,LOS ANGELES,90010
4 IN ONE STORE,4 IN ONE STORE,4120 SOUTH ST,LAKEWOOD,90712
CORNER CUSINE,CORNER CUSINE,501 S CENTRAL AVE,GLENDALE,91204
"JIMMY'S GREEK EATS, LLC","JIMMY'S GREEK EATS, LLC",2413 PACIFIC COAST HWY STE 107,LOMITA,90717
ROSEMARY GRILL,ROSEMARY GRILL,12231 SANTA MONICA BLVD,LOS ANGELES,90025
CANYON MAKET & LIQUOR,CANYON MARKET& LIQUOR,7421 HILLROSE ST,TUJUNGA,91042
DGM KISASIKDANG,DGM KISASIKDANG,3428 W 8TH ST,LOS ANGELES,90005
JAVA MAN,JAVA MAN,157 PIER AVE,HERMOSA BEACH,90254
STARBUCKS,STARBUCKS,500 S BUENA VISTA ST,BURBANK,91521
TACOS WAY,TACOSWAY,8341 TAMPA AVE,NORTHRIDGE,91325
US HERB AND GINSENG,US HERB AND GINSENG,1617 S SAN GABRIEL BLVD,SAN GABRIEL,91776
BEST BUY,BEST BUY,1470 MOUNTAIN AVE,DUARTE,91010
T S EMPORIUM,T S EMPORIUM,1457 S NOGALES ST,ROWLAND HEIGHTS,91748
BIRRIERIA MI PUEBLO,BIRRIERIA MI PUEBLO,6426 SANTA FE AVE,HUNTINGTON PARK,90255
LEE'S LIQUOR MART,LEE'S LIQUOR MART,3907 FOUNTAIN AVE,LOS ANGELES,90029
DUTY FREE,DUTY FREE,300 WORLD WAY,LOS ANGELES,90045
UNIVERSAL STUDIOS HOLLYWOOD,PHINEAS Q. BUTTERFAT'S,100 UNIVERSAL CITY PLZ,UNIVERSAL CITY,91608
W HOTEL LOS ANGELES/WESTWOOD,W HOTEL LOS ANGELES/WESTWOOD - STK BAR,930 HILGARD AVE,LOS ANGELES,90024
SANTA MONICA LIQUOR STORE,SANTA MONICA LIQUOR STORE,1001 WILSHIRE BLVD,SANTA MONICA,90401
MGA LIQUOR,MGA LIQUOR,23342 VALENCIA BLVD,VALENCIA,91355
MALIBU ARCO,MALIBU ARCO,18541 PACIFIC COAST HWY,MALIBU,90265
LETTE LITTLE TOKYO,LETTE TITTLE TOKYO,107 E JAPANESE VILLAGE WAY,LOS ANGELES,90012
HOUSE OF SPIRITS,HOUSE OF SPIRITS,1314 ECHO PARK AVE,LOS ANGELES,90026
NANURI,NANURI,3051 FOOTHILL BLVD # A,LA CRESCENTA,91214
PITA KITCHEN,PITA KITCHEN,14500 ventura BLVD,SHERMAN OAKS,91403
CHEVRON #9-6368,CHEVRON #9-6368,623 FOOTHILL BLVD,LA CANADA FLINTRIDGE,91011
SLICE TRUCK,SLICE TRUCK,1523 S BUNDY DR,LOS ANGELES,90025
CIRCLE S,CIRCLE S,16551 LEFFINGWELL RD,WHITTIER,90603
STARBUCKS COFFEE #5779,STARBUCKS COFFEE,1181 FOOTHILL BLVD,LA VERNE,91750
BOBA TIME - HIGHLAND,BOBA TIME - HIGHLAND,5001 WILSHIRE BLVD STE 104,LOS ANGELES,90036
SISTER HOUSE THAI FUSION,SISTER HOUSE THAI FUSION,26879 BOUQUET CANYON RD,SANTA CLARITA,91350
LE DONUT & CAFE,LE DONUT & CAFE,101 E FOOTHILL BLVD # 33,POMONA,91767
SNACK SHOP,SNACK SHOP,122 E 7TH ST,LOS ANGELES,90014
FISHBOWL POKE CO.,FISHBOWL POKE CO.,18427 NORDHOFF ST STE B,NORTHRIDGE,91325
SUPER STOP MARKET,SUPER STOP MARKET,10040 LAUREL CANYON BLVD,PACOIMA,91331
WALGREENS #05879,WALGREENS,3201 W 6TH ST,LOS ANGELES,90020
"SHIM UNNI, INC","SHIM UNNI, INC",3122 W 8TH ST,LOS ANGELES,90005
ZION MARKET,MARKET,13321 ARTESIA BLVD,CERRITOS,90703
KING'S BREAKFAST CAFE,KING'S BREAKFAST CAFE,10990 WILSHIRE BLVD,LOS ANGELES,90024
CNN NEWS #1248,CNN NEWS #1248,380 WORLD WAY T59,LOS ANGELES,90045
MATCHA MATCHA,MATCHA MATCHA,400 S BALDWIN AVE STE 2203,ARCADIA,91007
CHIPOTLE MEXICAN GRILL #2286,CHIPOTLE MEXICAN GRILL #2286,20420 S AVALON BLVD # A,CARSON,90746
CVS/PHARMACY,CVS/PHARMACY,22050 VENTURA BLVD,WOODLAND HILLS,91364
HYATT REGENCY VALENCIA,HYATT REGENCY VALENCIA - BANQUET ROOM,24500 TOWN CENTER DR,VALENCIA,91355
7-ELEVEN #16933A,7-ELEVEN #16933A,4323 E LIVE AK AVE,ARCADIA,91006
MARISCOS ENSENADA,MARISCOS ENSENADA,13110 VAN NUYS BLVD,PACOIMA,91331
MARUKAI WEST LA STORE,MARUKAI WEST LA STORE,12121 W PICO BLVD STE 1,LOS ANGELES,90064
7-ELEVEN STORE 26747B,7-ELEVEN STORE 26747B,6660 W SUNSET BLVD,LOS ANGELES,90028
MATSUMOTO,MATSUMOTO,8385 BEVERLY BLVD,LOS ANGELES,90048
WOLFDOWN,WOLFDOWN,2764 ROWENA AVE,LOS ANGELES,90039
KATHY'S BAKERY,KATHY'S BAKERY,14815 S ATLANTIC AVE,COMPTON,90221
HELEN GRACE CHOCOLATES,HELEN GRACE CHOCOLATES,11123 LONG BEACH BLVD # 8,LYNWOOD,90262
SPORTS BAR,SPORTS BAR,5865 COMPTON AVE,LOS ANGELES,90001
WALNUT CHEVRON #13,WALNUT CHEVRON #13,390 N LEMON AVE,WALNUT,91789
THE COFFEE BEAN & TEA LEAF,COFFEE BEAN & TEA LEAF,11913 W OLYMPIC BLVD,LOS ANGELES,90064
STARBUCKS COFFEE #5266,STARBUCKS COFFEE #5266,1 KERSTING CT,SIERRA MADRE,91024
MAGGIES DONUTS,MAGGIES DONUTS,2612 W 6TH ST,LOS ANGELES,90057
HILLTOP JAMAICAN MARKET & RESTAURANT A1 INC.,HILLTOP JAMAICAN MARKET & RESTAURANT A1 INC.,1061 E HOLT AVE,POMONA,91767
WAL-MART #5605,WAL-MART #5605,14530 NORDHOFF ST,PANORAMA CITY,91402
BAR MORUNO,BAR MORUNO WALK-IN COOLER AND STORAGE ROOM,317 S BROADWAY WAY # E-12,LOS ANGELES,90013
COURTYARD BY MARRIOTT-MARKET,COURTYARD BY MARRIOTT-MARKET,21101 VENTURA BLVD,WOODLAND HILLS,91364
VONS MARKET #2111,VONS #2111,24160 LYONS AVE,NEWHALL,91321
GENERAL NUTRITION CENTER,GENERAL NUTRITION CENTER,20687 AMAR RD # I,WALNUT,91789
JOO'S MARKET,JOO'S MARKET,1027 W HOLT AVE,POMONA,91768
MISS TONG'S PRIVATE KITCHEN,MISS TONG'S PRIVATE KITCHEN,18558 GALE AVE STE 270,INDUSTRY,90027
THE MOO ON MISSION,THE MOO ON MISSION,1006 MISSION ST,SOUTH PASADENA,91030
LUCKY STORE,LUCKY STORE,22805 FIGUEORA ST,CARSON,90745
FU GUANG YUAN INC.,FU GUANG YUAN INC.,138 GARVEY AVE STE B,MONTEREY PARK,91755
PRIMECUTTS,PRIMECUTTS,8312 W 3RD ST,LOS ANGELES,90048
BIG LOTS #4136,BIG LOTS #4136,2155 W PACIFIC COAST HWY,LOMITA,90717
CAFFE PARAGGI,CAFFE PARAGGI,1888 CENTURY PARK E # 125,LOS ANGELES,90067
CLIFF'S LIQUOR,CLIFF'S LIQUOR,12816 E ROSECRANS AVE,NORWALK,90650
ALTADENA SKN GASOLINE,ALTADENA SKN GASOLINE,1880 N LAKE AVE,ALTADENA,91001
SEVEN DAY MINI MART,SEVEN DAY MINI MART,11150 BURBANK BLVD,NORTH HOLLYWOOD,91601
MICHAELS #43740,MICHAELS #43740,13410 E WHITTIER BLVD,WHITTIER,90605
SMART & FINAL EXTRA #922,SMART & FINAL EXTRA #922 - MEAT DEPT,21035 HAWTHORNE BLVD,TORRANCE,90503
MINI MARKET,MINI MARKET,8070 WILCOX AVE,CUDAHY,90201
DOLLAR TREE #5475,DOLLAR TREE,164 E CARSON ST,CARSON,90745
ANGELES MINI MARKET,MINI MARKET,9202 S VERMONT AVE,LOS ANGELES,90044
S.H LIQUOR MARKET,S.H LIQUOR MARKET,4002 AVALON BLVD,LOS ANGELES,91326
TORRANCE MEMORIAL MEDICAL CENTER -YANG CAFE,LUNDQUIST TOWER COFFEE BAR-YANG CAFE 2ND FL,3330 LOMITA BLVD,TORRANCE,90505
HOLIDAY INN SERVICE BAR,HOLIDAY INN SERVICE BAR,150 E ANGELENO AVE,BURBANK,91501
SOBAN KOREAN RESTAURANT,SOBAN KOREAN RESTAURANT,4001 W OLYMPIC BLVD,LOS ANGELES,90019
LA POTRANCA BAR,LA POTRANCA BAR,12821 VENICE BLVD,LOS ANGELES,90066
THE FACTORY,THE FACTORY (EAST),652 N LA PEER DR,WEST HOLLYWOOD,90069
7-ELEVEN STORE 39700A,7-ELEVEN STORE 39700A,28529 SAND CANYON RD,CANYON COUNTRY,91387
NECESSITIES OF LIFE PROGRAM,NECESSITIES OF LIFE PROGRAM,1741 E 120TH ST,LOS ANGELES,90059
LAZY DOG RESTAURANTS,LAZY DOG RESTAURANTS,8800 APOLLO WAY,DOWNEY,90242
MD 76 BURBANK,MD 76 BURBANK,2417 N SAN FERNANDO BLVD,BURBANK,91504
SKY CREW STORE,SKY CREW STORE,19800 S vermont AVE,TORRANCE,90502
DISTRIBUIDORA DEL VALLE,DISTRIBUIDORA DEL VALLE,8610 VAN NUYUS BLVD # 82,PANORAMA CITY,91402
SEE'S CANDIES - ARRIVAL,SEE'S CANDIES - ARRIVAL,380 WORLD WAY STE T89,LOS ANGELES,90045
RALPHS MARKET #709,RALPHS MARKET #709,11361 NATIONAL BLVD,LOS ANGELES,90064
LA PATRONA RESTAURANT,LA PATRONA RESTAURANT,8101 LONG BEACH BLVD STE B & C,SOUTH GATE,90280
FREEMAN COFFEESHOP,FREEMAN COFFEESHOP,323 N PRAIRIE AVE # 100A,INGLEWOOD,90301
PAPA JOHN'S PIZZA,PAPA JOHN'S PIZZA,320 S CENTRAL AVE # A,GLENDALE,91204
XL BARGAIN,XL BARGAIN,258 E ADAMS BLVD # 107,LOS ANGELES,90011
SANTA MONICA YACHT CLUB,SANTA MONICA YACHT CLUB,13589 MINDANAO WAY,MARINA DEL REY,90292
C & M CAFE,C & M CAFE,10640 WOODBINE ST STE 102,LOS ANGELES,90034
CATHERINE TERRACE,CATHERINE TERRACE 1ST FLOOR BAR,1 SAINT CATHERINE WAY,AVALON,90704
